"","X","GEO.id2","STATEFP","COUNTYFP","TRACTCE","POPULATION","LATITUDE","LONGITUDE","GEO.display.label","Median_house_value","Total_units","Vacant_units","Median_rooms","Mean_household_size_owners","Mean_household_size_renters","Built_2005_or_later","Built_2000_to_2004","Built_1990s","Built_1980s","Built_1970s","Built_1960s","Built_1950s","Built_1940s","Built_1939_or_earlier","Bedrooms_0","Bedrooms_1","Bedrooms_2","Bedrooms_3","Bedrooms_4","Bedrooms_5_or_more","Owners","Renters","Median_household_income","Mean_household_income"
"4952",4952,6065940800,6,65,940800,2613,33.794594,-116.538507,"Census Tract 9408, Riverside County, California",252700,2933,1131,4.5,1.58,1.7,0.6,3.4,1.2,6.4,39.7,33.9,13.6,0.8,0.3,0.5,19,48.3,29,2.9,0.2,76.1,23.9,45536,76596
"4953",4953,6065940900,6,65,940900,1916,33.781203,-116.44747,"Census Tract 9409, Riverside County, California",154200,1613,516,4.9,1.82,1.83,3.2,20,13.3,21.9,34,5.6,1.8,0.1,0,0.5,13.9,47.9,32.4,4.6,0.7,87.3,12.7,47981,79092
"4954",4954,6065941000,6,65,941000,3812,33.795039,-116.489249,"Census Tract 9410, Riverside County, California",160000,4408,1994,4.1,1.59,2.08,0.3,0.7,2.1,19.7,50,24,2.1,0.5,0.5,1.2,21.9,60.1,16.2,0.3,0.2,73.6,26.4,42396,59146
"4955",4955,6065941100,6,65,941100,2051,33.794884,-116.465007,"Census Tract 9411, Riverside County, California",148000,2310,1009,4.4,1.59,1.73,0.5,3.9,10.6,49.7,27.7,7.2,0.2,0.1,0.1,0.3,9.9,75.8,13.8,0.1,0,88.7,11.3,41343,59378
"4956",4956,6065941200,6,65,941200,2205,33.83757,-116.506955,"Census Tract 9412, Riverside County, California",293800,2434,1359,4.6,1.9,2.14,0.5,12,10.4,33.1,31.4,9.5,3.1,0.1,0,0,4.7,53.2,37.9,4.1,0.1,75.3,24.7,58750,82537
"4957",4957,6065941300,6,65,941300,3300,33.852268,-116.537616,"Census Tract 9413, Riverside County, California",323700,2559,855,4.8,1.82,2.1,2.3,5.3,7.7,32.5,22,13.3,16.1,0.4,0.4,0.6,9.9,34.5,47.5,6.6,0.9,66.2,33.8,51280,78050
"4958",4958,6065941400,6,65,941400,3179,33.82076,-116.53714,"Census Tract 9414, Riverside County, California",261000,2986,1351,3.8,1.59,1.91,3.5,4.6,3.8,42.7,31.8,9.7,2.3,1,0.5,5.1,31.9,51.4,11.6,0,0,35.7,64.3,36250,53194
"4959",4959,6065941500,6,65,941500,4291,33.760121,-116.892013,"Census Tract 9415, Riverside County, California",166700,1510,233,5.8,3.01,3.34,4.2,21.4,14.2,37.5,15.2,5.7,1.3,0,0.5,0.8,2.7,24.4,41.5,23,7.5,75.3,24.7,46589,69127
"4960",4960,6065980004,6,65,980004,9,33.930626,-117.321668,"Census Tract 9800.04, Riverside County, California",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4961",4961,6065981000,6,65,981000,7634,33.559766,-114.913328,"Census Tract 9810, Riverside County, California",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4962",4962,6067000100,6,67,100,3558,38.576776,-121.432022,"Census Tract 1, Sacramento County, California",414200,1757,147,5.6,2.4,1.96,0,1.1,0.5,1.3,7.9,16.4,63.5,8.3,1,4.3,8,26.8,52.2,7.3,1.4,72.7,27.3,85804,93939
"4963",4963,6067000200,6,67,200,3497,38.574334,-121.441349,"Census Tract 2, Sacramento County, California",413000,1814,37,5.6,1.89,2.39,0,0,0,2.3,2.9,2.9,18.4,46.6,27,0,3.3,46.2,41.5,9,0,75.1,24.9,70313,93506
"4964",4964,6067000300,6,67,300,3103,38.577071,-121.45373,"Census Tract 3, Sacramento County, California",455400,1624,179,5.5,2.26,1.89,0.6,0,1.5,2,4.7,8.9,17.1,27.5,37.6,2.7,7.6,39.7,42,7.3,0.7,68.2,31.8,80417,99061
"4965",4965,6067000400,6,67,400,3667,38.579743,-121.470534,"Census Tract 4, Sacramento County, California",443100,2333,89,3.8,2,1.61,0,0.4,1.9,2.6,14.7,17.1,8.4,9.5,45.4,3,47.2,34.5,10.8,3.2,1.2,21.2,78.8,45432,63395
"4966",4966,6067000500,6,67,500,3159,38.582809,-121.483263,"Census Tract 5, Sacramento County, California",321100,2142,234,3.5,2.42,1.76,2.6,2.2,1.9,3.6,19.8,11.5,7.4,11.8,39.1,12.5,44,35.1,5.5,2.4,0.5,11.6,88.4,36863,47126
"4967",4967,6067000600,6,67,600,1122,38.585837,-121.491127,"Census Tract 6, Sacramento County, California",750000,671,60,3.2,NA,1.86,6.1,2.5,3.1,9.5,16.8,2.5,4.8,11.8,42.8,20.9,39.8,18,11.9,4.9,4.5,3.3,96.7,30110,36025
"4968",4968,6067000700,6,67,700,2806,38.582965,-121.498171,"Census Tract 7, Sacramento County, California",NA,565,106,2.3,NA,1.19,0,4.2,14.7,25.1,26.9,4.4,12.6,1.2,10.8,30.8,66,1.9,1.2,0,0,0,100,12140,20591
"4969",4969,6067000800,6,67,800,1425,38.576089,-121.502555,"Census Tract 8, Sacramento County, California",297500,1227,272,3.2,1.28,1.22,3.1,0,3.3,17.5,48.6,20.3,1.5,4,1.8,6.4,58.8,27.5,7.3,0,0,12,88,49750,62954
"4970",4970,6067001101,6,67,1101,2047,38.577507,-121.488365,"Census Tract 11.01, Sacramento County, California",328600,1933,562,2.4,1.35,1.26,12,6.7,8.1,14.4,9.6,0.5,3.8,6.2,38.6,39.1,36.2,15.6,6.2,0.7,2.3,9.6,90.4,21028,54701
"4971",4971,6067001200,6,67,1200,3323,38.572185,-121.487767,"Census Tract 12, Sacramento County, California",337100,2742,246,2.8,2.16,1.27,4.7,4.9,4,8.2,11.7,13.2,20.5,10.2,22.6,24.9,52.5,17.2,2.5,2.4,0.5,4,96,38431,46721
"4972",4972,6067001300,6,67,1300,3005,38.569061,-121.475858,"Census Tract 13, Sacramento County, California",569000,2244,229,3.3,1.77,1.47,1.4,0,1.2,4,16.4,13.3,15.2,9.7,38.7,9.8,55,26.6,5.3,2.3,1.1,8.3,91.7,41816,51345
"4973",4973,6067001400,6,67,1400,2466,38.574938,-121.473797,"Census Tract 14, Sacramento County, California",484100,1902,132,3.2,2.47,1.27,2.7,1.9,4.3,2.6,12.2,17,11.6,14.9,32.9,10.6,66.2,9.3,9.7,2.6,1.6,9.1,90.9,35319,49740
"4974",4974,6067001500,6,67,1500,4329,38.567767,-121.458519,"Census Tract 15, Sacramento County, California",509300,2558,254,5.3,2.06,1.61,0.5,2.2,1.8,1.5,6.1,4.3,5.9,16.5,61.3,5.2,19.4,44.5,19.4,9.7,1.8,47.9,52.1,76250,112278
"4975",4975,6067001600,6,67,1600,5421,38.562822,-121.441253,"Census Tract 16, Sacramento County, California",436300,2549,144,5.2,1.9,1.96,3,0.5,0.5,3.2,5.1,1.7,25.7,23.3,36.9,0.9,12.3,38.6,37.2,9.7,1.2,63.6,36.4,77904,111491
"4976",4976,6067001700,6,67,1700,4794,38.551533,-121.441075,"Census Tract 17, Sacramento County, California",344500,2758,175,4.9,2.02,1.77,6.5,9.1,1.4,3.1,9.4,7.9,13.5,25.2,24.1,0.4,21.9,36.5,32.8,8.3,0,45.1,54.9,48750,66166
"4977",4977,6067001800,6,67,1800,4686,38.553542,-121.463588,"Census Tract 18, Sacramento County, California",254900,2251,235,4.8,2.08,2.43,2.7,4.8,4.6,10,6.4,2,14.7,8.7,46,0.8,22.7,44.7,23.6,6.8,1.3,37.8,62.2,40342,51488
"4978",4978,6067001900,6,67,1900,2771,38.562748,-121.478132,"Census Tract 19, Sacramento County, California",303400,1844,233,3.8,2.08,1.83,0.4,3,0.4,7,7.7,15.7,18.9,6.9,39.9,6.3,38.6,38.1,12.1,3.6,1.2,13.5,86.5,43036,53758
"4979",4979,6067002000,6,67,2000,2376,38.565774,-121.490554,"Census Tract 20, Sacramento County, California",239900,1493,222,3.7,2.09,1.92,1.1,0.7,0,9.3,12.9,19.5,18.9,6.1,31.5,5.2,43.3,42.8,7.2,0.7,0.7,16.2,83.8,32106,46309
"4980",4980,6067002100,6,67,2100,2377,38.56901,-121.50158,"Census Tract 21, Sacramento County, California",331800,1294,250,4,2.47,2.14,0.3,4.6,0,1.9,11.7,11,10.9,8.3,51.5,0,30.4,54.9,12.4,1.6,0.7,16.2,83.8,38281,49026
"4981",4981,6067002200,6,67,2200,4004,38.557802,-121.508295,"Census Tract 22, Sacramento County, California",349700,1849,99,4.8,1.91,2.29,0,0,0.4,0.6,5.8,16.8,11.4,40.7,24.4,1.2,12.5,45.9,34.7,5.2,0.5,35.7,64.3,28132,46212
"4982",4982,6067002300,6,67,2300,3156,38.556925,-121.49369,"Census Tract 23, Sacramento County, California",404800,1674,75,5.6,2.01,1.58,0,1.1,0.7,0.8,1.1,4.6,6,23.3,62.5,0,15.4,45.5,26.3,10.6,2.3,78.5,21.5,77818,102249
"4983",4983,6067002400,6,67,2400,4387,38.547676,-121.49766,"Census Tract 24, Sacramento County, California",542800,2139,60,6,2.34,1.76,0.4,0,0.5,2.3,3,2.3,15.2,36.4,39.8,2.6,9.7,30.7,38.3,14.3,4.4,70.3,29.7,96573,137680
"4984",4984,6067002500,6,67,2500,1587,38.546065,-121.479788,"Census Tract 25, Sacramento County, California",507200,755,17,6.6,2.31,1.8,0,0,0,1.3,5.4,0,0.5,3.3,89.4,0,1.3,33.9,43,19.1,2.6,88.2,11.8,104911,117216
"4985",4985,6067002600,6,67,2600,2505,38.553611,-121.481076,"Census Tract 26, Sacramento County, California",466600,1307,93,5,2.14,1.73,0.6,0,0.7,1.9,3.7,10.9,14.4,11.4,56.4,1.5,23.6,27.2,33.9,12.5,1.4,50.8,49.2,74667,86616
"4986",4986,6067002700,6,67,2700,3383,38.547136,-121.470655,"Census Tract 27, Sacramento County, California",212500,1671,241,4.5,2.72,2.3,2.8,0.6,1.1,9.2,6.9,9.8,6.5,15.4,47.7,8.3,16.7,47.5,19.2,5.7,2.7,31.6,68.4,26756,35584
"4987",4987,6067002800,6,67,2800,3291,38.54304,-121.457854,"Census Tract 28, Sacramento County, California",203100,1167,313,4.6,2.44,3.78,0,9.4,0.3,8.4,7.5,10,19.5,22.1,22.9,0,6.8,53.5,24,15.8,0,44.6,55.4,34451,41517
"4988",4988,6067002900,6,67,2900,4499,38.543013,-121.438276,"Census Tract 29, Sacramento County, California",266800,2282,112,4.9,1.99,2.45,1.4,1.4,0.7,1.5,5.5,12.1,16.4,35.8,25.2,2,11.5,46.3,34.7,5.6,0,60.4,39.6,53431,74449
"4989",4989,6067003000,6,67,3000,6563,38.53582,-121.430045,"Census Tract 30, Sacramento County, California",248700,2920,317,5,2.27,2.31,1.8,0.4,1.7,9.3,7.7,17.7,23.6,18.3,19.3,3.2,10.5,36.8,41.3,8.3,0,66.7,33.3,57330,72273
"4990",4990,6067003101,6,67,3101,3568,38.528519,-121.416858,"Census Tract 31.01, Sacramento County, California",186300,1283,199,5.2,2.64,3.33,0,1.3,0,2.1,6.9,14.7,68.5,4.7,1.8,0,0.5,21,69.2,7.4,1.8,69.1,30.9,40727,52502
"4991",4991,6067003102,6,67,3102,2933,38.528538,-121.435364,"Census Tract 31.02, Sacramento County, California",189500,1109,118,5.3,2.91,3.13,2,0,4.9,2.1,13,8.7,41.3,16,12.1,0.2,3,24.2,58.7,14,0,63.2,36.8,53651,57936
"4992",4992,6067003202,6,67,3202,5052,38.518371,-121.433595,"Census Tract 32.02, Sacramento County, California",124000,1846,68,4.7,2.64,3.01,4.1,2,2.4,2.6,21.8,13.2,23.6,29.4,0.9,2,10.4,40.9,41.1,4.3,1.4,59.2,40.8,31810,43333
"4993",4993,6067003203,6,67,3203,3200,38.51289,-121.419532,"Census Tract 32.03, Sacramento County, California",189300,831,0,5.9,3.63,4.3,8.9,9.1,5.5,23.8,26.8,7.6,11.3,2.5,4.3,0,6.4,7,25.3,53.4,7.9,46.8,53.2,35141,42157
"4994",4994,6067003204,6,67,3204,5456,38.520485,-121.417701,"Census Tract 32.04, Sacramento County, California",160300,1633,71,4.9,3.63,3.94,1.7,10.7,6.6,12.1,16.8,23.8,18.4,5.5,4.3,0,11.6,26.7,39.7,19,3.1,44,56,30319,36056
"4995",4995,6067003300,6,67,3300,4073,38.529319,-121.503505,"Census Tract 33, Sacramento County, California",395900,1958,294,5.8,2.33,2.15,1,0,0.9,2.6,5.5,9.4,52.5,24.6,3.5,0.4,5.1,23.5,50.5,18.9,1.5,83.2,16.8,72067,101724
"4996",4996,6067003400,6,67,3400,4085,38.514967,-121.508455,"Census Tract 34, Sacramento County, California",368700,1978,128,5.8,2.32,2.34,0.5,5.4,6.1,0,16.3,24.3,40.7,4.9,1.9,0,13,16.2,44.5,21.4,4.9,71,29,54712,78277
"4997",4997,6067003501,6,67,3501,2629,38.533547,-121.488864,"Census Tract 35.01, Sacramento County, California",263500,1312,92,5,2.27,2.36,0,0,2.2,4.2,7.3,6.7,57.6,17.1,4.8,3.2,12.7,35.1,41.8,4.2,3,45.6,54.4,51700,62109
"4998",4998,6067003502,6,67,3502,2916,38.524565,-121.488282,"Census Tract 35.02, Sacramento County, California",215600,1385,99,5.1,1.99,2.33,0.7,0,1.7,0.6,2.2,8.7,59.5,24.5,1.9,0,6,41.3,49,3,0.7,70.8,29.2,56111,62519
"4999",4999,6067003600,6,67,3600,2826,38.533155,-121.478242,"Census Tract 36, Sacramento County, California",181700,1072,149,4.5,2.86,3.1,0,3,1.3,9.4,4,2.8,33.4,29.9,16.2,2.8,7.1,58.1,30.9,0,1.1,52.2,47.8,38159,47073
"5000",5000,6067003700,6,67,3700,4219,38.534946,-121.468886,"Census Tract 37, Sacramento County, California",157600,1367,155,4.6,4.23,3.09,1.8,7.9,2.8,8.6,13.6,3.8,21,16.4,24.1,1.5,15.4,37.1,30.5,15,0.6,41.2,58.8,26354,40393
"5001",5001,6067003800,6,67,3800,5083,38.50385,-121.489691,"Census Tract 38, Sacramento County, California",215700,1849,188,5.7,2.61,3.34,0,2.4,0.5,0.4,11.6,32.2,43.6,8.7,0.5,1,1.4,12.3,70.1,14.3,1,69.2,30.8,49745,53348
"5002",5002,6067003900,6,67,3900,3374,38.530761,-121.517787,"Census Tract 39, Sacramento County, California",353700,1733,118,6,2.04,2.37,2.3,0,0.5,4.7,10.2,29.4,43.9,6.9,2.3,0,7.9,22.5,48.4,17.4,3.8,71.8,28.2,60089,74073
"5003",5003,6067004001,6,67,4001,5755,38.503805,-121.514107,"Census Tract 40.01, Sacramento County, California",337400,2893,151,5.3,1.94,2.53,0.5,1,7.4,7.5,17.2,46,16.6,3.4,0.4,0.6,11.9,30.2,37.8,18.2,1.3,52.5,47.5,55665,64146
"5004",5004,6067004004,6,67,4004,6086,38.502616,-121.54749,"Census Tract 40.04, Sacramento County, California",358900,2805,198,6.2,2.42,2.07,0,1.6,3.8,29.6,49,10.5,3.2,1.3,1,0.6,1.7,14.1,51.1,30.6,1.9,74.9,25.1,79441,95893
"5005",5005,6067004005,6,67,4005,4185,38.507944,-121.535494,"Census Tract 40.05, Sacramento County, California",375900,2039,161,5.3,2.12,2.41,0,1.6,1.2,14.4,56.1,22.7,2.3,0.8,0.9,0.6,12.6,30.7,36.6,17.3,2.3,50.1,49.9,57250,86456
"5006",5006,6067004006,6,67,4006,4843,38.509202,-121.52457,"Census Tract 40.06, Sacramento County, California",350100,2408,306,5,2.19,2.17,0,0,1,8.9,55.9,27.2,6.4,0,0.7,0,13.2,37,36.2,13.6,0,44.9,55.1,51221,64469
"5007",5007,6067004008,6,67,4008,3596,38.490642,-121.544514,"Census Tract 40.08, Sacramento County, California",328400,1622,46,5.9,2.15,2.37,1,0.5,5.1,74.8,9.7,8,0,0,0.9,0,0,12.4,66.1,18.1,3.4,75.2,24.8,86404,90322
"5008",5008,6067004009,6,67,4009,5129,38.4905,-121.533445,"Census Tract 40.09, Sacramento County, California",340600,2390,260,4.9,2.34,2.21,0,0,11.8,70.2,13.6,1.4,0,2.9,0.2,0.9,16.3,35.7,34.8,10.5,1.8,48.7,51.3,58346,74777
"5009",5009,6067004010,6,67,4010,5131,38.486928,-121.520569,"Census Tract 40.10, Sacramento County, California",341800,2598,240,4.2,2.31,1.71,13.8,6.7,7.6,50.2,12.7,5.8,1.3,1.3,0.5,0.5,26.1,43.3,12.8,13,4.2,34.8,65.2,56172,64696
"5010",5010,6067004011,6,67,4011,3086,38.480574,-121.52837,"Census Tract 40.11, Sacramento County, California",570100,1427,0,5.9,2.66,1.73,4.1,10.6,32.4,43.6,4.3,2.2,2,0,0.7,4.2,17.2,22.4,22.6,24.8,8.8,59.2,40.8,99260,129031
"5011",5011,6067004012,6,67,4012,3267,38.477128,-121.524828,"Census Tract 40.12, Sacramento County, California",452400,1467,0,5.8,2.74,1.89,5,5.5,31.7,46.8,9,1.4,0.5,0,0,0.5,6.2,27,25,36.1,5.2,65.2,34.8,93058,110563
"5012",5012,6067004100,6,67,4100,5015,38.506293,-121.479119,"Census Tract 41, Sacramento County, California",184800,1699,163,4.9,2.68,3.2,2.4,2.5,10,4.2,21.3,14.7,32.2,8.5,4.2,2.3,19.5,20.9,43.7,9.2,4.4,38.1,61.9,34342,45002
"5013",5013,6067004201,6,67,4201,5290,38.489256,-121.498575,"Census Tract 42.01, Sacramento County, California",193000,1777,211,5.5,2.68,3.72,0,0,0.5,4.1,16,30.2,46.3,2.8,0.2,0,0.6,11.6,72.5,11.4,3.9,64.3,35.7,47767,52368
"5014",5014,6067004202,6,67,4202,5538,38.487652,-121.487201,"Census Tract 42.02, Sacramento County, California",203500,1669,145,5.2,3.48,3.26,3.3,4.6,6.6,9,13.9,34.5,25.6,2.2,0.3,1.6,10.3,14.1,56.7,14.2,3.1,43,57,36196,42543
"5015",5015,6067004203,6,67,4203,5112,38.488176,-121.475052,"Census Tract 42.03, Sacramento County, California",207700,1592,98,4.8,3.74,3.47,0.7,6.6,10.1,14.1,27.1,22.6,9,2.1,7.7,2.8,3.1,36.2,40.5,16.7,0.7,42.6,57.4,29605,42211
"5016",5016,6067004300,6,67,4300,9553,38.477051,-121.487958,"Census Tract 43, Sacramento County, California",192500,2591,251,5.7,3.88,4.26,8.3,18.6,2.3,6.4,12.4,32.8,14.4,4.4,0.3,0,2.5,10.7,49.2,35.5,2,62,38,43944,54944
"5017",5017,6067004401,6,67,4401,4122,38.531915,-121.451325,"Census Tract 44.01, Sacramento County, California",234500,1536,268,4.6,3.19,2.7,0.6,0,7.2,5.4,10,15,44.9,12.5,4.5,1.4,16.3,41.5,35.9,3.5,1.2,36.6,63.4,29122,38797
"5018",5018,6067004402,6,67,4402,4252,38.532549,-121.460037,"Census Tract 44.02, Sacramento County, California",127800,1365,124,4.7,2.52,3.76,0,4,3.5,3.5,8.7,4.8,23.7,25.6,26.2,0,14.2,45.7,32.4,7.7,0,40.5,59.5,28262,33528
"5019",5019,6067004501,6,67,4501,3529,38.518318,-121.470548,"Census Tract 45.01, Sacramento County, California",170100,1208,95,4.4,3.42,3.66,0,0,3.1,18,22.4,18.2,24,6.7,7.6,1.1,17.5,51.6,28.8,1.1,0,15.9,84.1,27649,40995
"5020",5020,6067004502,6,67,4502,4795,38.501838,-121.460058,"Census Tract 45.02, Sacramento County, California",75700,1803,173,4.3,2.78,2.9,7.8,0.1,4.2,6.7,46.2,18.4,16.6,0,0,2.2,20.6,48.9,24.7,3.7,0,43.9,56.1,29500,38359
"5021",5021,6067004601,6,67,4601,7614,38.517382,-121.448293,"Census Tract 46.01, Sacramento County, California",103600,2544,235,4.7,2.77,3.52,3.5,0,9.2,10.3,8.6,17.4,40.5,9.7,0.8,4.5,15.8,33.3,35.6,8.2,2.5,42.2,57.8,31579,36827
"5022",5022,6067004602,6,67,4602,5067,38.518079,-121.460072,"Census Tract 46.02, Sacramento County, California",165300,1726,280,4.3,2.88,3.74,0,0,3.9,7.4,24,16.7,36.8,9.4,1.9,2.1,13.5,45.3,34.4,4.1,0.7,38.9,61.1,30610,40377
"5023",5023,6067004701,6,67,4701,3303,38.501249,-121.440029,"Census Tract 47.01, Sacramento County, California",223300,1294,100,4.7,2.04,3.54,0,0,2.5,9.9,36.7,31.6,11.6,7.7,0,2.2,19.1,30.7,35.2,12.1,0.8,36.7,63.3,23088,36969
"5024",5024,6067004702,6,67,4702,4945,38.506855,-121.44626,"Census Tract 47.02, Sacramento County, California",154900,1616,131,5.1,3.48,3.69,0,3.3,0,11.8,23.3,32.1,26.5,1.5,1.5,2.4,9.9,19.2,53.5,10.6,4.3,50.5,49.5,32037,52598
"5025",5025,6067004801,6,67,4801,5899,38.506913,-121.421487,"Census Tract 48.01, Sacramento County, California",123100,1832,151,5.3,3.22,4.2,6.1,6.4,5.2,21.3,32.2,17.2,11,0,0.5,0.3,1.5,19.4,58,17.7,3.1,65.5,34.5,33444,43034
"5026",5026,6067004802,6,67,4802,4485,38.499526,-121.419343,"Census Tract 48.02, Sacramento County, California",183200,1578,298,5,3.5,3.55,0.6,3.7,2.8,6,33.8,35.8,13.9,3.5,0,5.3,10.5,23.1,42.1,18.4,0.6,49.8,50.2,38539,48165
"5027",5027,6067004903,6,67,4903,6740,38.487184,-121.460849,"Census Tract 49.03, Sacramento County, California",140700,2152,229,5.2,3.22,3.25,3.2,7.1,10.1,27.9,38.3,5.7,5.9,1.3,0.5,1.8,4.4,34,35.3,20.8,3.7,42.6,57.4,31167,51291
"5028",5028,6067004904,6,67,4904,5675,38.487381,-121.44607,"Census Tract 49.04, Sacramento County, California",189300,2066,232,5.5,2.53,3.41,0.7,1.6,1.6,11,15.9,15.5,51.8,1.7,0.2,0.4,3.5,18.6,56.5,20.7,0.3,63.4,36.6,49231,55103
"5029",5029,6067004905,6,67,4905,6649,38.477724,-121.440422,"Census Tract 49.05, Sacramento County, California",157400,2328,83,4.9,3.75,3.02,2.4,1.4,9,10.9,48.9,22.8,2.6,1.5,0.5,2.5,17.7,26.9,23.3,25.3,4.3,38.7,61.3,28653,39871
"5030",5030,6067004906,6,67,4906,2797,38.47836,-121.458965,"Census Tract 49.06, Sacramento County, California",175000,937,97,5.3,3.18,3.94,18.1,10.6,7.3,51,7.9,3.3,0.7,0,1.1,0,1.3,16.8,66.1,15.4,0.5,56.9,43.1,50433,58494
"5031",5031,6067005001,6,67,5001,8107,38.488555,-121.416469,"Census Tract 50.01, Sacramento County, California",173300,2680,410,5.5,3.15,4.76,5.1,0.4,3.9,14.9,49.5,21.3,3.4,0.3,1.2,0,3.8,23.5,43.4,25.7,3.6,70.7,29.3,49116,51626
"5032",5032,6067005002,6,67,5002,6284,38.485065,-121.425356,"Census Tract 50.02, Sacramento County, California",126000,2726,146,4.3,1.9,2.6,6.2,0.5,20.7,29.6,23.8,11.7,1.3,6.2,0,2.5,18,60,16.8,2.6,0,42.9,57.1,26788,34324
"5033",5033,6067005101,6,67,5101,4454,38.487917,-121.403942,"Census Tract 51.01, Sacramento County, California",200800,1442,94,5.5,3.15,2.91,3.1,2.2,3.5,45.3,27,6.5,10.5,1.9,0,0,5.2,24.6,54.1,14.6,1.5,63.4,36.6,42500,47601
"5034",5034,6067005102,6,67,5102,4481,38.489959,-121.385728,"Census Tract 51.02, Sacramento County, California",117200,1760,32,5.1,2.48,3.06,3.2,1.1,10.6,35.9,35.7,9.3,1.5,0.5,2.2,0,6.1,43.2,33.1,15.7,1.8,61.2,38.8,46287,51732
"5035",5035,6067005201,6,67,5201,3040,38.561617,-121.419865,"Census Tract 52.01, Sacramento County, California",NA,954,91,3.4,NA,1.98,2.6,0,4.9,11.9,38.8,23.9,12.5,0,5.3,1.6,30.9,56.5,10.3,0.7,0,0,100,26656,28769
"5036",5036,6067005202,6,67,5202,3154,38.559368,-121.395754,"Census Tract 52.02, Sacramento County, California",324900,1549,82,5.9,2.23,2.6,0,0.6,2.8,6.7,49.7,33.8,3.2,0,3.2,0,4.9,24.1,44.6,26.4,0,65.5,34.5,63750,72366
"5037",5037,6067005204,6,67,5204,4220,38.552909,-121.390446,"Census Tract 52.04, Sacramento County, California",308200,2051,92,5.5,2.32,1.89,0,0,10.4,5.9,21.8,55,4.2,1.8,1,2.6,15,13,41.3,27,1.1,67,33,61819,67666
"5038",5038,6067005205,6,67,5205,2109,38.549741,-121.404842,"Census Tract 52.05, Sacramento County, California",53800,1125,138,3.9,1.44,2.4,1.8,0,4.7,12.5,45.2,26,8.4,1.4,0,1.7,33.9,52.7,11.6,0.2,0,24.5,75.5,21929,33928
"5039",5039,6067005301,6,67,5301,1823,38.592314,-121.485072,"Census Tract 53.01, Sacramento County, California",119300,332,72,3.9,1.32,2.18,0,3,19.6,6,10.8,17.5,10.2,32.8,0,3.3,29.5,39.2,24.1,3.6,0.3,13.1,86.9,17969,21455
"5040",5040,6067005402,6,67,5402,2641,38.587275,-121.427409,"Census Tract 54.02, Sacramento County, California",NA,1668,192,3.4,NA,1.76,0,2.3,16.4,21.7,40.6,15.6,1.4,0,1.8,1.3,54.9,33.2,7.6,1.3,1.7,0,100,35688,48997
"5041",5041,6067005403,6,67,5403,2224,38.564902,-121.41424,"Census Tract 54.03, Sacramento County, California",352200,1419,35,5.4,1.48,2.08,0,0,0,10.7,69.6,18.6,1.1,0,0,0,6.9,50.7,40.7,1.6,0,68.5,31.5,76371,93661
"5042",5042,6067005404,6,67,5404,5611,38.570466,-121.393056,"Census Tract 54.04, Sacramento County, California",698100,2905,244,5.7,2.26,1.72,0.5,2.4,1.4,7.3,47,30.5,8,1.9,0.9,0,21.5,24.5,30.4,18.1,5.5,58.2,41.8,69858,123758
"5043",5043,6067005502,6,67,5502,5477,38.604707,-121.421048,"Census Tract 55.02, Sacramento County, California",180600,2202,229,4.7,2.28,3.03,0,2.2,0,16.3,26.6,10,41.1,3.7,0,1.3,19.1,30.8,27.7,19.2,2,35.7,64.3,32661,39901
"5044",5044,6067005505,6,67,5505,4550,38.602518,-121.407756,"Census Tract 55.05, Sacramento County, California",193000,2232,215,4,2.28,2.02,0,2.2,9.3,17.9,18.8,13.4,34.1,4.3,0,2.1,31.9,41.3,17,6.2,1.5,24.5,75.5,35057,43027
"5045",5045,6067005506,6,67,5506,3066,38.592422,-121.408418,"Census Tract 55.06, Sacramento County, California",217000,1490,213,4,1.92,2.26,1.7,0,0.9,24.7,37.5,15.2,17.7,0.8,1.3,1,29.5,50.4,14.3,4.8,0,24,76,38712,47269
"5046",5046,6067005508,6,67,5508,3106,38.578514,-121.408112,"Census Tract 55.08, Sacramento County, California",189400,2146,307,3.7,1.48,1.6,0.4,5.8,4.8,12.6,43.5,27.3,1.4,1.6,2.6,5.9,40.2,35.7,16.4,1.9,0,31,69,46404,63737
"5047",5047,6067005509,6,67,5509,1910,38.585097,-121.413,"Census Tract 55.09, Sacramento County, California",144800,1091,153,3.4,1.66,2.33,0.6,0,4.9,18,51.5,13.4,4.1,3.4,4.1,1.3,48.9,37.2,12.6,0,0,5.3,94.7,36991,44048
"5048",5048,6067005510,6,67,5510,4291,38.585179,-121.405893,"Census Tract 55.10, Sacramento County, California",147200,2597,345,3.4,1.29,1.89,2.2,4.3,3.2,18.9,47.3,8.6,13.9,0.8,0.8,5.7,48.8,41.2,3.8,0.5,0,9.3,90.7,39195,44360
"5049",5049,6067005601,6,67,5601,4822,38.602861,-121.391618,"Census Tract 56.01, Sacramento County, California",271600,2363,163,4.7,2.03,1.99,1.2,0.6,0,11.9,28.1,7.5,42,7.2,1.4,1.6,19.4,43,24.4,9.2,2.4,34.9,65.1,35943,53048
